['Time':2016-09-06 20:07:45,'Commit:'onlineDuration]{2023}
['Time':2016-09-06 20:16:42,'Commit:'onlineDuration]{0}
['Time':2016-09-06 20:50:09,'Commit:'onlineDuration]{2352}
['Time':2016-09-06 20:50:16,'Commit:'onlineDuration]{0}
['Time':2016-09-06 20:53:16,'Commit:'onlineDuration]{112}
['Time':2016-09-06 20:53:22,'Commit:'onlineDuration]{0}
['Time':2016-09-06 20:53:31,'Commit:'onlineDuration]{0}
['Time':2016-09-06 20:53:40,'Commit:'onlineDuration]{2016}
['Time':2016-09-06 20:54:05,'Commit:'onlineDuration]{0}
['Time':2016-09-06 20:54:13,'Commit:'onlineDuration]{0}
['Time':2016-09-06 20:54:36,'Commit:'onlineDuration]{0}
['Time':2016-09-06 20:55:01,'Commit:'onlineDuration]{0}
['Time':2016-09-06 20:55:08,'Commit:'onlineDuration]{0}
['Time':2016-09-06 20:55:15,'Commit:'onlineDuration]{0}
['Time':2016-09-06 20:55:26,'Commit:'onlineDuration]{0}
['Time':2016-09-06 20:56:18,'Commit:'onlineDuration]{0}
['Time':2016-09-06 20:56:51,'Commit:'onlineDuration]{0}
['Time':2016-09-06 20:57:00,'Commit:'onlineDuration]{0}
['Time':2016-09-06 20:57:54,'Commit:'onlineDuration]{0}
['Time':2016-09-06 20:58:38,'Commit:'onlineDuration]{0}
['Time':2016-09-06 20:59:06,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:00:05,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:00:29,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:00:36,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:00:47,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:01:06,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:01:40,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:01:49,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:02:07,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:02:17,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:02:28,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:02:41,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:02:49,'Commit:'onlineDuration]{784}
['Time':2016-09-06 21:03:22,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:03:38,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:04:09,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:04:27,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:05:15,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:08:05,'Commit:'onlineDuration]{315}
['Time':2016-09-06 21:08:07,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:08:17,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:08:23,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:08:31,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:08:40,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:08:46,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:09:13,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:09:25,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:09:35,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:09:46,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:10:00,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:10:11,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:10:17,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:11:31,'Commit:'onlineDuration]{63}
['Time':2016-09-06 21:11:53,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:12:04,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:12:09,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:12:14,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:12:23,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:12:29,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:12:38,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:12:42,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:12:48,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:13:00,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:13:10,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:13:21,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:13:27,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:13:36,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:13:51,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:13:58,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:14:11,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:14:21,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:14:59,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:15:07,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:15:18,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:15:38,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:15:43,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:15:48,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:15:56,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:16:15,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:16:32,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:17:24,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:18:35,'Commit:'onlineDuration]{63}
['Time':2016-09-06 21:20:24,'Commit:'onlineDuration]{63}
['Time':2016-09-06 21:24:19,'Commit:'onlineDuration]{189}
['Time':2016-09-06 21:24:27,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:24:34,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:24:50,'Commit:'onlineDuration]{0}
['Time':2016-09-06 21:25:02,'Commit:'onlineDuration]{0}
