['Time':2016-09-11 11:18:46,'Commit:'onlineDuration]{756}
['Time':2016-09-11 13:42:45,'Commit:'onlineDuration]{4312}
['Time':2016-09-11 15:25:33,'Commit:'onlineDuration]{385}
['Time':2016-09-11 15:30:46,'Commit:'onlineDuration]{35}
['Time':2016-09-11 17:27:20,'Commit:'onlineDuration]{3920}
['Time':2016-09-11 17:27:20,'Commit:'onlineDuration]{2660}
['Time':2016-09-11 19:52:41,'Commit:'onlineDuration]{3101}
['Time':2016-09-11 19:52:41,'Commit:'onlineDuration]{3101}
['Time':2016-09-11 21:16:54,'Commit:'onlineDuration]{63}
['Time':2016-09-11 21:17:04,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:18:44,'Commit:'onlineDuration]{63}
['Time':2016-09-11 21:18:53,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:19:06,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:20:02,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:20:39,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:20:50,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:21:11,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:24:10,'Commit:'onlineDuration]{126}
['Time':2016-09-11 21:24:24,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:24:38,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:24:53,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:25:03,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:25:12,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:25:33,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:26:16,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:26:25,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:26:35,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:27:00,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:27:16,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:27:23,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:27:36,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:28:07,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:28:19,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:28:29,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:28:40,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:28:53,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:29:24,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:29:29,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:29:34,'Commit:'onlineDuration]{0}
['Time':2016-09-11 21:30:27,'Commit:'onlineDuration]{0}
['Time':2016-09-11 22:24:03,'Commit:'onlineDuration]{5537}
['Time':2016-09-11 22:53:22,'Commit:'onlineDuration]{0}
['Time':2016-09-11 23:34:39,'Commit:'onlineDuration]{6972}
['Time':2016-09-11 23:50:21,'Commit:'onlineDuration]{0}
