['Time':2016-10-11 19:06:31,'Commit:'onlineDuration]{294}
['Time':2016-10-11 20:02:24,'Commit:'onlineDuration]{5418}
['Time':2016-10-11 20:02:34,'Commit:'onlineDuration]{0}
['Time':2016-10-11 20:03:33,'Commit:'onlineDuration]{0}
['Time':2016-10-11 20:04:46,'Commit:'onlineDuration]{56}
['Time':2016-10-11 20:05:09,'Commit:'onlineDuration]{0}
['Time':2016-10-11 20:06:09,'Commit:'onlineDuration]{0}
['Time':2016-10-11 20:06:18,'Commit:'onlineDuration]{0}
['Time':2016-10-11 20:07:17,'Commit:'onlineDuration]{0}
['Time':2016-10-11 20:08:12,'Commit:'onlineDuration]{0}
['Time':2016-10-11 20:08:53,'Commit:'onlineDuration]{0}
['Time':2016-10-11 20:09:12,'Commit:'onlineDuration]{0}
['Time':2016-10-11 20:09:19,'Commit:'onlineDuration]{0}
['Time':2016-10-11 20:09:46,'Commit:'onlineDuration]{0}
['Time':2016-10-11 20:10:26,'Commit:'onlineDuration]{0}
['Time':2016-10-11 20:10:39,'Commit:'onlineDuration]{0}
['Time':2016-10-11 20:53:02,'Commit:'onlineDuration]{2352}
['Time':2016-10-11 22:59:22,'Commit:'onlineDuration]{0}
['Time':2016-10-11 23:00:29,'Commit:'onlineDuration]{70}
['Time':2016-10-11 23:01:10,'Commit:'onlineDuration]{0}
['Time':2016-10-11 23:09:36,'Commit:'onlineDuration]{560}
['Time':2016-10-11 23:14:34,'Commit:'onlineDuration]{280}
['Time':2016-10-11 23:18:55,'Commit:'onlineDuration]{280}
['Time':2016-10-11 23:19:12,'Commit:'onlineDuration]{0}
['Time':2016-10-11 23:22:28,'Commit:'onlineDuration]{210}
['Time':2016-10-11 23:25:00,'Commit:'onlineDuration]{140}
['Time':2016-10-11 23:25:54,'Commit:'onlineDuration]{0}
['Time':2016-10-11 23:26:38,'Commit:'onlineDuration]{0}
['Time':2016-10-11 23:26:47,'Commit:'onlineDuration]{0}
['Time':2016-10-11 23:27:31,'Commit:'onlineDuration]{0}
['Time':2016-10-11 23:28:21,'Commit:'onlineDuration]{0}
['Time':2016-10-11 23:28:48,'Commit:'onlineDuration]{0}
['Time':2016-10-11 23:31:50,'Commit:'onlineDuration]{210}
['Time':2016-10-11 23:31:55,'Commit:'onlineDuration]{0}
['Time':2016-10-11 23:34:35,'Commit:'onlineDuration]{140}
['Time':2016-10-11 23:47:29,'Commit:'onlineDuration]{490}
