['Time':2016-06-09 00:03:36,'Commit:'onlineDuration]{413}
['Time':2016-06-09 00:03:37,'Commit:'onlineDuration]{}
['Time':2016-06-09 00:03:38,'Commit:'onlineDuration]{}
['Time':2016-06-09 00:03:39,'Commit:'onlineDuration]{}
['Time':2016-06-09 19:05:35,'Commit:'onlineDuration]{}
['Time':2016-06-09 19:40:53,'Commit:'onlineDuration]{1715}
['Time':2016-06-09 19:41:03,'Commit:'onlineDuration]{}
['Time':2016-06-09 19:41:25,'Commit:'onlineDuration]{}
['Time':2016-06-09 19:44:38,'Commit:'onlineDuration]{147}
['Time':2016-06-09 19:44:39,'Commit:'onlineDuration]{}
['Time':2016-06-09 19:44:40,'Commit:'onlineDuration]{}
['Time':2016-06-09 19:44:53,'Commit:'onlineDuration]{}
['Time':2016-06-09 19:45:08,'Commit:'onlineDuration]{}
['Time':2016-06-09 19:48:18,'Commit:'onlineDuration]{147}
['Time':2016-06-09 19:53:41,'Commit:'onlineDuration]{245}
['Time':2016-06-09 19:53:48,'Commit:'onlineDuration]{}
['Time':2016-06-09 20:06:42,'Commit:'onlineDuration]{966}
['Time':2016-06-09 20:06:55,'Commit:'onlineDuration]{}
['Time':2016-06-09 20:07:00,'Commit:'onlineDuration]{}
['Time':2016-06-09 20:07:18,'Commit:'onlineDuration]{}
['Time':2016-06-09 20:08:00,'Commit:'onlineDuration]{}
['Time':2016-06-09 20:08:06,'Commit:'onlineDuration]{}
['Time':2016-06-09 20:08:25,'Commit:'onlineDuration]{}
['Time':2016-06-09 20:08:34,'Commit:'onlineDuration]{}
['Time':2016-06-09 20:19:47,'Commit:'onlineDuration]{616}
['Time':2016-06-09 20:19:55,'Commit:'onlineDuration]{}
['Time':2016-06-09 20:20:45,'Commit:'onlineDuration]{}
['Time':2016-06-09 20:21:01,'Commit:'onlineDuration]{}
['Time':2016-06-09 20:21:38,'Commit:'onlineDuration]{}
['Time':2016-06-09 20:22:42,'Commit:'onlineDuration]{56}
['Time':2016-06-09 20:22:49,'Commit:'onlineDuration]{}
['Time':2016-06-09 20:23:06,'Commit:'onlineDuration]{}
['Time':2016-06-09 20:23:18,'Commit:'onlineDuration]{}
['Time':2016-06-09 21:21:31,'Commit:'onlineDuration]{5670}
['Time':2016-06-09 21:21:38,'Commit:'onlineDuration]{}
['Time':2016-06-09 21:21:49,'Commit:'onlineDuration]{}
['Time':2016-06-09 21:39:47,'Commit:'onlineDuration]{1071}
['Time':2016-06-09 21:39:57,'Commit:'onlineDuration]{}
['Time':2016-06-09 21:40:02,'Commit:'onlineDuration]{}
['Time':2016-06-09 22:19:55,'Commit:'onlineDuration]{3927}
['Time':2016-06-09 23:44:22,'Commit:'onlineDuration]{630}
['Time':2016-06-09 23:45:56,'Commit:'onlineDuration]{70}
