['Time':2016-06-08 00:02:04,'Commit:'onlineDuration]{91}
['Time':2016-06-08 00:02:15,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:02:16,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:02:17,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:02:17,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:02:24,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:03:12,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:03:14,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:03:14,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:03:29,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:04:37,'Commit:'onlineDuration]{45.5}
['Time':2016-06-08 00:04:52,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:04:59,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:05:13,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:05:30,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:05:39,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:05:51,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:05:52,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:06:12,'Commit:'onlineDuration]{318.5}
['Time':2016-06-08 00:06:13,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:16:19,'Commit:'onlineDuration]{455}
['Time':2016-06-08 00:16:19,'Commit:'onlineDuration]{}
['Time':2016-06-08 00:17:05,'Commit:'onlineDuration]{}
['Time':2016-06-08 09:02:06,'Commit:'onlineDuration]{2065}
['Time':2016-06-08 09:02:07,'Commit:'onlineDuration]{}
['Time':2016-06-08 09:02:08,'Commit:'onlineDuration]{}
['Time':2016-06-08 09:02:09,'Commit:'onlineDuration]{}
['Time':2016-06-08 09:02:10,'Commit:'onlineDuration]{}
['Time':2016-06-08 09:07:36,'Commit:'onlineDuration]{175}
['Time':2016-06-08 09:08:47,'Commit:'onlineDuration]{}
['Time':2016-06-08 09:38:38,'Commit:'onlineDuration]{1085}
['Time':2016-06-08 09:48:44,'Commit:'onlineDuration]{350}
['Time':2016-06-08 09:48:50,'Commit:'onlineDuration]{}
['Time':2016-06-08 09:49:02,'Commit:'onlineDuration]{}
['Time':2016-06-08 09:49:07,'Commit:'onlineDuration]{}
['Time':2016-06-08 09:50:35,'Commit:'onlineDuration]{35}
['Time':2016-06-08 09:50:47,'Commit:'onlineDuration]{}
['Time':2016-06-08 09:51:14,'Commit:'onlineDuration]{}
['Time':2016-06-08 09:53:21,'Commit:'onlineDuration]{70}
['Time':2016-06-08 09:53:27,'Commit:'onlineDuration]{}
['Time':2016-06-08 10:02:39,'Commit:'onlineDuration]{525}
['Time':2016-06-08 11:25:13,'Commit:'onlineDuration]{2877}
['Time':2016-06-08 11:26:23,'Commit:'onlineDuration]{42}
['Time':2016-06-08 11:26:25,'Commit:'onlineDuration]{}
['Time':2016-06-08 11:26:28,'Commit:'onlineDuration]{}
['Time':2016-06-08 11:26:28,'Commit:'onlineDuration]{}
['Time':2016-06-08 11:57:31,'Commit:'onlineDuration]{1302}
['Time':2016-06-08 12:09:41,'Commit:'onlineDuration]{630}
['Time':2016-06-08 19:07:29,'Commit:'onlineDuration]{98}
['Time':2016-06-08 20:06:06,'Commit:'onlineDuration]{1701}
