['Time':2016-06-15 19:31:05,'Commit:'onlineDuration]{1134}
['Time':2016-06-15 19:31:08,'Commit:'onlineDuration]{}
['Time':2016-06-15 19:31:23,'Commit:'onlineDuration]{}
['Time':2016-06-15 19:31:36,'Commit:'onlineDuration]{}
['Time':2016-06-15 19:31:43,'Commit:'onlineDuration]{}
['Time':2016-06-15 19:32:47,'Commit:'onlineDuration]{49}
['Time':2016-06-15 19:33:16,'Commit:'onlineDuration]{}
['Time':2016-06-15 19:33:55,'Commit:'onlineDuration]{}
['Time':2016-06-15 19:35:15,'Commit:'onlineDuration]{49}
['Time':2016-06-15 19:35:34,'Commit:'onlineDuration]{}
['Time':2016-06-15 19:35:52,'Commit:'onlineDuration]{}
['Time':2016-06-15 19:36:10,'Commit:'onlineDuration]{}
['Time':2016-06-15 19:36:17,'Commit:'onlineDuration]{}
['Time':2016-06-15 19:37:45,'Commit:'onlineDuration]{49}
['Time':2016-06-15 19:38:00,'Commit:'onlineDuration]{}
['Time':2016-06-15 19:38:02,'Commit:'onlineDuration]{}
['Time':2016-06-15 19:38:26,'Commit:'onlineDuration]{}
['Time':2016-06-15 19:38:36,'Commit:'onlineDuration]{}
['Time':2016-06-15 20:02:17,'Commit:'onlineDuration]{2317}
['Time':2016-06-15 20:02:55,'Commit:'onlineDuration]{}
['Time':2016-06-15 20:02:56,'Commit:'onlineDuration]{273}
['Time':2016-06-15 20:03:09,'Commit:'onlineDuration]{}
['Time':2016-06-15 20:03:24,'Commit:'onlineDuration]{}
['Time':2016-06-15 20:03:25,'Commit:'onlineDuration]{}
['Time':2016-06-15 20:03:25,'Commit:'onlineDuration]{}
['Time':2016-06-15 20:03:31,'Commit:'onlineDuration]{}
['Time':2016-06-15 20:03:31,'Commit:'onlineDuration]{}
['Time':2016-06-15 20:43:01,'Commit:'onlineDuration]{2240}
['Time':2016-06-15 20:43:05,'Commit:'onlineDuration]{}
['Time':2016-06-15 20:51:14,'Commit:'onlineDuration]{2632}
['Time':2016-06-15 20:51:16,'Commit:'onlineDuration]{}
['Time':2016-06-15 20:59:17,'Commit:'onlineDuration]{896}
['Time':2016-06-15 20:59:25,'Commit:'onlineDuration]{}
['Time':2016-06-15 20:59:29,'Commit:'onlineDuration]{}
['Time':2016-06-15 20:59:36,'Commit:'onlineDuration]{}
['Time':2016-06-15 20:59:44,'Commit:'onlineDuration]{}
['Time':2016-06-15 21:14:28,'Commit:'onlineDuration]{6888}
['Time':2016-06-15 21:14:51,'Commit:'onlineDuration]{}
['Time':2016-06-15 21:25:49,'Commit:'onlineDuration]{1638}
['Time':2016-06-15 21:25:57,'Commit:'onlineDuration]{}
['Time':2016-06-15 21:26:06,'Commit:'onlineDuration]{}
['Time':2016-06-15 21:27:22,'Commit:'onlineDuration]{63}
['Time':2016-06-15 22:08:44,'Commit:'onlineDuration]{4886}
['Time':2016-06-15 22:08:56,'Commit:'onlineDuration]{}
['Time':2016-06-15 22:09:11,'Commit:'onlineDuration]{}
['Time':2016-06-15 22:09:34,'Commit:'onlineDuration]{}
['Time':2016-06-15 22:09:38,'Commit:'onlineDuration]{}
['Time':2016-06-15 22:10:27,'Commit:'onlineDuration]{}
['Time':2016-06-15 22:10:49,'Commit:'onlineDuration]{}
['Time':2016-06-15 22:11:03,'Commit:'onlineDuration]{}
['Time':2016-06-15 22:11:11,'Commit:'onlineDuration]{}
['Time':2016-06-15 22:11:19,'Commit:'onlineDuration]{}
['Time':2016-06-15 22:34:34,'Commit:'onlineDuration]{}
['Time':2016-06-15 22:34:58,'Commit:'onlineDuration]{1610}
['Time':2016-06-15 22:34:59,'Commit:'onlineDuration]{}
['Time':2016-06-15 22:35:42,'Commit:'onlineDuration]{}
['Time':2016-06-15 22:35:51,'Commit:'onlineDuration]{}
['Time':2016-06-15 22:35:55,'Commit:'onlineDuration]{}
['Time':2016-06-15 22:36:10,'Commit:'onlineDuration]{}
['Time':2016-06-15 22:37:49,'Commit:'onlineDuration]{70}
['Time':2016-06-15 22:40:22,'Commit:'onlineDuration]{140}
['Time':2016-06-15 22:40:50,'Commit:'onlineDuration]{350}
['Time':2016-06-15 22:42:04,'Commit:'onlineDuration]{70}
['Time':2016-06-15 22:42:50,'Commit:'onlineDuration]{}
['Time':2016-06-15 22:45:10,'Commit:'onlineDuration]{140}
['Time':2016-06-15 22:46:33,'Commit:'onlineDuration]{70}
['Time':2016-06-15 22:47:45,'Commit:'onlineDuration]{70}
['Time':2016-06-15 22:51:44,'Commit:'onlineDuration]{210}
['Time':2016-06-15 22:55:37,'Commit:'onlineDuration]{210}
['Time':2016-06-15 22:56:01,'Commit:'onlineDuration]{}
['Time':2016-06-15 23:02:41,'Commit:'onlineDuration]{630}
