['Time':2016-10-28 22:29:25,'Commit:'onlineDuration]{1750}
['Time':2016-10-28 22:30:24,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:30:28,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:30:46,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:31:02,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:31:49,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:32:13,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:32:34,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:33:06,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:38:16,'Commit:'onlineDuration]{350}
['Time':2016-10-28 22:39:00,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:39:09,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:39:15,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:44:22,'Commit:'onlineDuration]{350}
['Time':2016-10-28 22:44:31,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:45:01,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:45:04,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:45:08,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:45:12,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:45:16,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:45:21,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:45:40,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:46:00,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:46:03,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:46:10,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:46:12,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:46:13,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:46:16,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:46:27,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:47:00,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:47:07,'Commit:'onlineDuration]{0}
['Time':2016-10-28 22:47:18,'Commit:'onlineDuration]{0}
