['Time':2016-06-23 20:18:35,'Commit:'onlineDuration]{784}
['Time':2016-06-23 20:18:43,'Commit:'onlineDuration]{}
['Time':2016-06-23 20:22:16,'Commit:'onlineDuration]{168}
['Time':2016-06-23 20:26:04,'Commit:'onlineDuration]{168}
['Time':2016-06-23 20:38:04,'Commit:'onlineDuration]{616}
['Time':2016-06-23 20:41:38,'Commit:'onlineDuration]{168}
['Time':2016-06-23 20:42:54,'Commit:'onlineDuration]{56}
['Time':2016-06-23 20:43:21,'Commit:'onlineDuration]{}
['Time':2016-06-23 20:43:26,'Commit:'onlineDuration]{}
['Time':2016-06-23 20:45:39,'Commit:'onlineDuration]{112}
['Time':2016-06-23 20:54:12,'Commit:'onlineDuration]{448}
['Time':2016-06-23 20:54:34,'Commit:'onlineDuration]{}
['Time':2016-06-23 20:54:36,'Commit:'onlineDuration]{}
['Time':2016-06-23 20:54:39,'Commit:'onlineDuration]{}
['Time':2016-06-23 20:54:56,'Commit:'onlineDuration]{}
['Time':2016-06-23 20:55:08,'Commit:'onlineDuration]{}
['Time':2016-06-23 20:55:09,'Commit:'onlineDuration]{}
['Time':2016-06-23 20:55:46,'Commit:'onlineDuration]{}
['Time':2016-06-23 20:55:51,'Commit:'onlineDuration]{}
['Time':2016-06-23 20:56:49,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:01:55,'Commit:'onlineDuration]{483}
['Time':2016-06-23 21:01:58,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:02:00,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:02:02,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:02:04,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:04:18,'Commit:'onlineDuration]{126}
['Time':2016-06-23 21:04:19,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:04:21,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:04:22,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:04:24,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:04:26,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:04:30,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:04:31,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:04:33,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:05:13,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:05:36,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:05:37,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:05:38,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:08:36,'Commit:'onlineDuration]{126}
['Time':2016-06-23 21:08:37,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:08:38,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:08:38,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:08:39,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:08:39,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:08:40,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:08:40,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:08:40,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:08:43,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:08:52,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:08:53,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:08:59,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:09:02,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:09:03,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:09:06,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:09:09,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:09:26,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:09:35,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:09:43,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:12:08,'Commit:'onlineDuration]{126}
['Time':2016-06-23 21:12:09,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:12:26,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:12:28,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:12:39,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:13:13,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:13:24,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:14:00,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:14:02,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:14:12,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:14:39,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:15:07,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:15:20,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:15:34,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:15:48,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:15:56,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:15:57,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:16:20,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:16:37,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:16:39,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:16:47,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:16:59,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:17:08,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:17:18,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:17:24,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:17:37,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:17:53,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:18:10,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:18:15,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:18:20,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:18:24,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:18:26,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:18:31,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:18:38,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:18:43,'Commit:'onlineDuration]{}
['Time':2016-06-23 21:18:48,'Commit:'onlineDuration]{}
